make,model,year,mileage,engine,transmission,fuel_type,location,condition,price,vehicle_age,mileage_per_year,engine_size,luxury_brand,automatic_flag
Mercedes-Benz,C200,2014,125543,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,10461.916666666666,2.0,1,1
Nissan,X-Trail,2015,125716,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,11428.727272727272,2.0,0,1
Honda,Fit,2016,125889,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,12588.9,1.5,0,0
BMW,X3,2017,126062,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,14006.888888888889,2.0,1,1
Audi,A4,2018,126235,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,15779.375,2.0,1,1
Toyota,Premio,2019,126408,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,18058.285714285714,1.8,0,1
Subaru,Outback,2020,126581,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,21096.833333333332,2.5,0,1
Mazda,CX-5,2021,126754,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,25350.8,2.2,0,1
Mercedes-Benz,C200,2022,126927,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,31731.75,2.0,1,1
Nissan,X-Trail,2008,127100,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,7061.111111111111,2.0,0,1
Honda,Fit,2009,127273,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,7486.64705882353,1.5,0,0
BMW,X3,2010,127446,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,7965.375,2.0,1,1
Audi,A4,2011,127619,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,8507.933333333332,2.0,1,1
Toyota,Premio,2012,127792,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,9128.0,1.8,0,1
Subaru,Outback,2013,127965,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,9843.461538461539,2.5,0,1
Mazda,CX-5,2014,128138,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,10678.166666666666,2.2,0,1
Mercedes-Benz,C200,2015,128311,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,11664.636363636364,2.0,1,1
Nissan,X-Trail,2016,128484,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,10,12848.4,2.0,0,1
Honda,Fit,2017,128657,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,9,14295.222222222223,1.5,0,0
BMW,X3,2018,128830,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,8,16103.75,2.0,1,1
Audi,A4,2019,129003,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,7,18429.0,2.0,1,1
Toyota,Premio,2020,129176,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,6,21529.333333333332,1.8,0,1
Subaru,Outback,2021,129349,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,5,25869.8,2.5,0,1
Mazda,CX-5,2022,129522,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,4,32380.5,2.2,0,1
Mercedes-Benz,C200,2008,129695,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,18,7205.277777777777,2.0,1,1
Nissan,X-Trail,2009,129868,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,17,7639.294117647059,2.0,0,1
Honda,Fit,2010,130041,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,8127.5625,1.5,0,0
BMW,X3,2011,130214,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,8680.933333333332,2.0,1,1
Audi,A4,2012,130387,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,9313.357142857143,2.0,1,1
Toyota,Premio,2013,130560,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,10043.076923076924,1.8,0,1
Subaru,Outback,2014,130733,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,10894.416666666666,2.5,0,1
Mazda,CX-5,2015,130906,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,11900.545454545454,2.2,0,1
Mercedes-Benz,C200,2016,131079,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,13107.9,2.0,1,1
Nissan,X-Trail,2017,131252,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,14583.555555555555,2.0,0,1
Honda,Fit,2018,131425,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,16428.125,1.5,0,0
BMW,X3,2019,131598,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,18799.714285714286,2.0,1,1
Audi,A4,2020,131771,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,21961.833333333332,2.0,1,1
Toyota,Premio,2021,131944,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,26388.8,1.8,0,1
Subaru,Outback,2022,132117,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,33029.25,2.5,0,1
Mazda,CX-5,2008,132290,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,7349.444444444444,2.2,0,1
Mercedes-Benz,C200,2009,132463,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,7791.941176470588,2.0,1,1
Nissan,X-Trail,2010,132636,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,8289.75,2.0,0,1
Honda,Fit,2011,132809,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,8853.933333333332,1.5,0,0
BMW,X3,2012,132982,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,9498.714285714286,2.0,1,1
Audi,A4,2013,133155,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,10242.692307692309,2.0,1,1
Toyota,Premio,2014,133328,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,11110.666666666666,1.8,0,1
Subaru,Outback,2015,133501,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,12136.454545454546,2.5,0,1
Mazda,CX-5,2016,133674,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,13367.4,2.2,0,1
Mercedes-Benz,C200,2017,133847,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,14871.888888888889,2.0,1,1
Nissan,X-Trail,2018,134020,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,16752.5,2.0,0,1
Honda,Fit,2019,134193,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,19170.428571428572,1.5,0,0
BMW,X3,2020,134366,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,22394.333333333332,2.0,1,1
Audi,A4,2021,134539,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,26907.8,2.0,1,1
Toyota,Premio,2022,134712,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,33678.0,1.8,0,1
Subaru,Outback,2008,134885,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,7493.611111111111,2.5,0,1
Mazda,CX-5,2009,135058,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,7944.588235294118,2.2,0,1
Mercedes-Benz,C200,2010,135231,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,8451.9375,2.0,1,1
Nissan,X-Trail,2011,135404,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,9026.933333333332,2.0,0,1
Honda,Fit,2012,135577,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,9684.07142857143,1.5,0,0
BMW,X3,2013,135750,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,10442.307692307691,2.0,1,1
Audi,A4,2014,135923,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,11326.916666666666,2.0,1,1
Toyota,Premio,2015,136096,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,12372.363636363636,1.8,0,1
Subaru,Outback,2016,136269,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,13626.9,2.5,0,1
Mazda,CX-5,2017,136442,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,15160.222222222223,2.2,0,1
Mercedes-Benz,C200,2018,136615,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,17076.875,2.0,1,1
Nissan,X-Trail,2019,136788,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,19541.14285714286,2.0,0,1
Honda,Fit,2020,136961,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,22826.833333333332,1.5,0,0
BMW,X3,2021,137134,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,27426.8,2.0,1,1
Audi,A4,2022,137307,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,34326.75,2.0,1,1
Toyota,Premio,2008,137480,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,7637.777777777777,1.8,0,1
Subaru,Outback,2009,137653,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,8097.235294117647,2.5,0,1
Mazda,CX-5,2010,137826,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,8614.125,2.2,0,1
Mercedes-Benz,C200,2011,137999,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,9199.933333333332,2.0,1,1
Nissan,X-Trail,2012,138172,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,9869.42857142857,2.0,0,1
Honda,Fit,2013,138345,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,10641.923076923076,1.5,0,0
BMW,X3,2014,138518,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,11543.166666666666,2.0,1,1
Audi,A4,2015,138691,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,12608.272727272728,2.0,1,1
Toyota,Premio,2016,138864,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,13886.4,1.8,0,1
Subaru,Outback,2017,139037,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,15448.555555555555,2.5,0,1
Mazda,CX-5,2018,139210,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,17401.25,2.2,0,1
Mercedes-Benz,C200,2019,139383,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,19911.85714285714,2.0,1,1
Nissan,X-Trail,2020,139556,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,23259.333333333332,2.0,0,1
Honda,Fit,2021,139729,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,27945.8,1.5,0,0
BMW,X3,2022,139902,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,34975.5,2.0,1,1
Audi,A4,2008,140075,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,7781.944444444444,2.0,1,1
Toyota,Premio,2009,140248,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,8249.882352941177,1.8,0,1
Subaru,Outback,2010,140421,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,8776.3125,2.5,0,1
Mazda,CX-5,2011,140594,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,9372.933333333332,2.2,0,1
Mercedes-Benz,C200,2012,140767,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,10054.785714285714,2.0,1,1
Nissan,X-Trail,2013,140940,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,10841.538461538461,2.0,0,1
Honda,Fit,2014,141113,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,11759.416666666666,1.5,0,0
BMW,X3,2015,141286,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,12844.181818181818,2.0,1,1
Audi,A4,2016,141459,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,14145.9,2.0,1,1
Toyota,Premio,2017,141632,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,15736.888888888889,1.8,0,1
Subaru,Outback,2018,141805,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,17725.625,2.5,0,1
Mazda,CX-5,2019,141978,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,7,20282.571428571428,2.2,0,1
Mercedes-Benz,C200,2020,142151,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,6,23691.833333333332,2.0,1,1
Nissan,X-Trail,2021,142324,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,5,28464.8,2.0,0,1
Honda,Fit,2022,142497,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,4,35624.25,1.5,0,0
BMW,X3,2008,142670,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,18,7926.111111111111,2.0,1,1
Audi,A4,2009,142843,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,17,8402.529411764706,2.0,1,1
Toyota,Premio,2010,143016,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,16,8938.5,1.8,0,1
Subaru,Outback,2011,143189,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,15,9545.933333333332,2.5,0,1
Mazda,CX-5,2012,143362,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,14,10240.142857142857,2.2,0,1
Mercedes-Benz,C200,2013,143535,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,13,11041.153846153846,2.0,1,1
Nissan,X-Trail,2014,143708,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,12,11975.666666666666,2.0,0,1
Honda,Fit,2015,143881,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,11,13080.09090909091,1.5,0,0
BMW,X3,2016,144054,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,10,14405.4,2.0,1,1
Audi,A4,2017,144227,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,9,16025.222222222223,2.0,1,1
Toyota,Premio,2018,144400,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,8,18050.0,1.8,0,1
Subaru,Outback,2019,144573,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,7,20653.285714285714,2.5,0,1
Mazda,CX-5,2020,144746,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,6,24124.333333333332,2.2,0,1
Mercedes-Benz,C200,2021,144919,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,5,28983.8,2.0,1,1
Nissan,X-Trail,2022,145092,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,4,36273.0,2.0,0,1
Honda,Fit,2008,145265,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,18,8070.277777777777,1.5,0,0
BMW,X3,2009,145438,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,17,8555.176470588236,2.0,1,1
Audi,A4,2010,145611,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,16,9100.6875,2.0,1,1
Toyota,Premio,2011,145784,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,15,9718.933333333332,1.8,0,1
Subaru,Outback,2012,145957,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,14,10425.5,2.5,0,1
Mazda,CX-5,2013,146130,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,13,11240.76923076923,2.2,0,1
Mercedes-Benz,C200,2014,146303,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,12,12191.916666666666,2.0,1,1
Nissan,X-Trail,2015,146476,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,11,13316.0,2.0,0,1
Honda,Fit,2016,146649,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,10,14664.9,1.5,0,0
BMW,X3,2017,146822,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,9,16313.555555555555,2.0,1,1
Audi,A4,2018,146995,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,8,18374.375,2.0,1,1
Toyota,Premio,2019,147168,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,7,21024.0,1.8,0,1
Subaru,Outback,2020,147341,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,6,24556.833333333332,2.5,0,1
Mazda,CX-5,2021,147514,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,5,29502.8,2.2,0,1
Mercedes-Benz,C200,2022,147687,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,4,36921.75,2.0,1,1
Nissan,X-Trail,2008,147860,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,18,8214.444444444445,2.0,0,1
Honda,Fit,2009,148033,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,17,8707.823529411764,1.5,0,0
BMW,X3,2010,148206,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,16,9262.875,2.0,1,1
Audi,A4,2011,148379,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,15,9891.933333333332,2.0,1,1
Toyota,Premio,2012,148552,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,14,10610.857142857143,1.8,0,1
Subaru,Outback,2013,148725,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,13,11440.384615384615,2.5,0,1
Mazda,CX-5,2014,148898,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,12,12408.166666666666,2.2,0,1
Mercedes-Benz,C200,2015,149071,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,11,13551.90909090909,2.0,1,1
Nissan,X-Trail,2016,149244,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,10,14924.4,2.0,0,1
Honda,Fit,2017,149417,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,9,16601.88888888889,1.5,0,0
BMW,X3,2018,149590,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,8,18698.75,2.0,1,1
Audi,A4,2019,149763,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,7,21394.714285714286,2.0,1,1
Toyota,Premio,2020,149936,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,6,24989.333333333332,1.8,0,1
Subaru,Outback,2021,150109,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,5,30021.8,2.5,0,1
Mazda,CX-5,2022,150282,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,4,37570.5,2.2,0,1
Mercedes-Benz,C200,2008,150455,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,18,8358.611111111111,2.0,1,1
Nissan,X-Trail,2009,150628,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,17,8860.470588235294,2.0,0,1
Honda,Fit,2010,150801,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,16,9425.0625,1.5,0,0
BMW,X3,2011,150974,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,15,10064.933333333332,2.0,1,1
Audi,A4,2012,151147,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,14,10796.214285714286,2.0,1,1
Toyota,Premio,2013,151320,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,13,11640.0,1.8,0,1
Subaru,Outback,2014,151493,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,12,12624.416666666666,2.5,0,1
Mazda,CX-5,2015,151666,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,11,13787.818181818182,2.2,0,1
Mercedes-Benz,C200,2016,151839,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,10,15183.9,2.0,1,1
Nissan,X-Trail,2017,152012,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,9,16890.222222222223,2.0,0,1
Honda,Fit,2018,152185,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,8,19023.125,1.5,0,0
BMW,X3,2019,152358,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,7,21765.428571428572,2.0,1,1
Audi,A4,2020,152531,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,6,25421.833333333332,2.0,1,1
Toyota,Premio,2021,152704,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,5,30540.8,1.8,0,1
Subaru,Outback,2022,152877,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,4,38219.25,2.5,0,1
Mazda,CX-5,2008,153050,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,18,8502.777777777777,2.2,0,1
Mercedes-Benz,C200,2009,153223,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,17,9013.117647058823,2.0,1,1
Nissan,X-Trail,2010,153396,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,16,9587.25,2.0,0,1
Honda,Fit,2011,153569,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,15,10237.933333333332,1.5,0,0
BMW,X3,2012,153742,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,14,10981.57142857143,2.0,1,1
Audi,A4,2013,153915,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,13,11839.615384615385,2.0,1,1
Toyota,Premio,2014,154088,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,12,12840.666666666666,1.8,0,1
Subaru,Outback,2015,154261,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,11,14023.727272727272,2.5,0,1
Mazda,CX-5,2016,154434,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,10,15443.4,2.2,0,1
Mercedes-Benz,C200,2017,154607,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,9,17178.555555555555,2.0,1,1
Nissan,X-Trail,2018,154780,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,8,19347.5,2.0,0,1
Honda,Fit,2019,154953,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,7,22136.14285714286,1.5,0,0
BMW,X3,2020,155126,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,6,25854.333333333332,2.0,1,1
Audi,A4,2021,155299,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,5,31059.8,2.0,1,1
Toyota,Premio,2022,155472,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,4,38868.0,1.8,0,1
Subaru,Outback,2008,155645,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,18,8646.944444444445,2.5,0,1
Mazda,CX-5,2009,155818,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2565000,17,9165.764705882353,2.2,0,1
Mercedes-Benz,C200,2010,155991,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3237500,16,9749.4375,2.0,1,1
Nissan,X-Trail,2011,156164,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1662500,15,10410.933333333332,2.0,0,1
Honda,Fit,2012,156337,1500 cc,Manual,Petrol,Kisumu,Locally Used,1462500,14,11166.92857142857,1.5,0,0
BMW,X3,2013,156510,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4200000,13,12039.23076923077,2.0,1,1
Audi,A4,2014,156683,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3997499,12,13056.916666666666,2.0,1,1
Toyota,Premio,2015,156856,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2205000,11,14259.636363636364,1.8,0,1
Subaru,Outback,2016,157029,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2580000,10,15702.9,2.5,0,1
Mazda,CX-5,2017,157202,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3135000,9,17466.88888888889,2.2,0,1
Mercedes-Benz,C200,2018,157375,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3937500,8,19671.875,2.0,1,1
Nissan,X-Trail,2019,157548,2000 cc,Automatic,Petrol,Nakuru,Locally Used,2012499,7,22506.85714285714,2.0,0,1
Honda,Fit,2020,157721,1500 cc,Manual,Petrol,Kisumu,Locally Used,1762500,6,26286.833333333332,1.5,0,0
BMW,X3,2021,157894,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,5040000,5,31578.8,2.0,1,1
Audi,A4,2022,158067,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4777500,4,39516.75,2.0,1,1
Toyota,Premio,2008,158240,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1575000,18,8791.111111111111,1.8,0,1
Subaru,Outback,2009,158413,2500 cc,Automatic,Petrol,Nairobi,Locally Used,1860000,17,9318.411764705883,2.5,0,1
Mazda,CX-5,2010,158586,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2280000,16,9911.625,2.2,0,1
Mercedes-Benz,C200,2011,158759,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,2887500,15,10583.933333333332,2.0,1,1
Nissan,X-Trail,2012,158932,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1487500,14,11352.285714285714,2.0,0,1
Honda,Fit,2013,159105,1500 cc,Manual,Petrol,Kisumu,Locally Used,1312500,13,12238.846153846154,1.5,0,0
BMW,X3,2014,159278,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3780000,12,13273.166666666666,2.0,1,1
Audi,A4,2015,159451,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3607500,11,14495.545454545454,2.0,1,1
Toyota,Premio,2016,159624,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1995000,10,15962.4,1.8,0,1
Subaru,Outback,2017,159797,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2340000,9,17755.222222222223,2.5,0,1
Mazda,CX-5,2018,159970,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,2850000,8,19996.25,2.2,0,1
Mercedes-Benz,C200,2019,160143,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,3587499,7,22877.571428571428,2.0,1,1
Nissan,X-Trail,2020,160316,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1837500,6,26719.333333333332,2.0,0,1
Honda,Fit,2021,160489,1500 cc,Manual,Petrol,Kisumu,Locally Used,1612500,5,32097.8,1.5,0,0
BMW,X3,2022,160662,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,4620000,4,40165.5,2.0,1,1
Audi,A4,2008,160835,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,4387500,18,8935.277777777777,2.0,1,1
Toyota,Premio,2009,161008,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,2415000,17,9471.058823529413,1.8,0,1
Subaru,Outback,2010,161181,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2820000,16,10073.8125,2.5,0,1
Mazda,CX-5,2011,161354,2200 cc,Automatic,Diesel,Mombasa,Foreign Used,3420000,15,10756.933333333332,2.2,0,1
Mercedes-Benz,C200,2012,161527,2000 cc,Automatic,Petrol,Nairobi,Foreign Used,4287500,14,11537.642857142857,2.0,1,1
Nissan,X-Trail,2013,161700,2000 cc,Automatic,Petrol,Nakuru,Locally Used,1312500,13,12438.461538461539,2.0,0,1
Honda,Fit,2014,161873,1500 cc,Manual,Petrol,Kisumu,Locally Used,1162500,12,13489.416666666666,1.5,0,0
BMW,X3,2015,162046,2000 cc,Automatic,Diesel,Nairobi,Foreign Used,3360000,11,14731.454545454546,2.0,1,1
Audi,A4,2016,162219,2000 cc,Automatic,Diesel,Mombasa,Foreign Used,3217500,10,16221.9,2.0,1,1
Toyota,Premio,2017,162392,1800 cc,Automatic,Petrol,Nairobi,Foreign Used,1785000,9,18043.555555555555,1.8,0,1
Subaru,Outback,2018,162565,2500 cc,Automatic,Petrol,Nairobi,Locally Used,2100000,8,20320.625,2.5,0,1
